x y
41.9974 12.9146

48.7389 1.5700
49.7058 1.5700
49.3340 4.3621
48.1441 3.5312
48.7389 1.5700

62.8405 7.1567
64.2178 5.2381
65.2963 9.7036
62.8405 7.1567

27.3721 11.4897
29.5327 13.1746
28.0865 15.5700
27.3721 11.4897

36.6600 5.8391
37.7248 7.6711
33.1153 8.7106
36.6600 5.8391

24.4867 2.5127
26.1861 3.1438
27.2764 6.7892
25.4859 7.3339
24.4867 2.5127

44.7197 5.0356
46.1929 5.5259
44.2387 6.8658
44.7197 5.0356

36.2035 1.5700
38.5377 1.5700
35.4457 3.1344
36.2035 1.5700

47.5850 10.2674
